,composition,Atoms,reduced_formula,mp-id,icsd_id,Make,Matches,0
0,Rb1Bi1Br4,"[1, 1, 4]",RbBiBr4,[],[],True,True,
1,Rb1Bi2Br7,"[1, 2, 7]",RbBi2Br7,mp-1105176,[430594],True,True,
2,Rb1Bi3Br10,"[1, 3, 10]",RbBi3Br10,[],[],False,False,
3,Rb1Bi4Br13,"[1, 4, 13]",RbBi4Br13,[],[],False,False,
4,Rb2Bi1Br5,"[2, 1, 5]",Rb2BiBr5,[],[],True,True,
5,Rb2Bi3Br11,"[2, 3, 11]",Rb2Bi3Br11,[],[],True,False,
6,Rb3Bi1Br6,"[3, 1, 6]",Rb3BiBr6,mp-1114493,[2253],True,True,
7,Rb3Bi2Br9,"[3, 2, 9]",Rb3Bi2Br9,mp-1195363,[431320],True,True,
8,Rb4Bi1Br7,"[4, 1, 7]",Rb4BiBr7,[],[],False,False,
9,Rb4Bi3Br13,"[4, 3, 13]",Rb4Bi3Br13,[],[],True,False,
10,Rb5Bi1Br8,"[5, 1, 8]",Rb5BiBr8,[],[],False,False,
11,Rb5Bi2Br11,"[5, 2, 11]",Rb5Bi2Br11,[],[],True,False,
12,Rb6Bi1Br9,"[6, 1, 9]",Rb6BiBr9,[],[],False,False,
13,Rb7Bi1Br10,"[7, 1, 10]",Rb7BiBr10,[],[],False,False,
14,Rb8Bi1Br11,"[8, 1, 11]",Rb8BiBr11,[],[],False,False,
15,Rb1Bi1I4,"[1, 1, 4]",RbBiI4,[],[],False,True,
16,Rb1Bi2I7,"[1, 2, 7]",RbBi2I7,[],[],False,True,
17,Rb1Bi3I10,"[1, 3, 10]",RbBi3I10,[],[],False,False,
18,Rb1Bi4I13,"[1, 4, 13]",RbBi4I13,[],[],False,False,
19,Rb2Bi1I5,"[2, 1, 5]",Rb2BiI5,[],[],False,True,
20,Rb2Bi3I11,"[2, 3, 11]",Rb2Bi3I11,[],[],False,False,
21,Rb3Bi1I6,"[3, 1, 6]",Rb3BiI6,[],[],False,True,
22,Rb3Bi2I9,"[3, 2, 9]",Rb3Bi2I9,mp-1195034,[431321],True,True,
23,Rb4Bi1I7,"[4, 1, 7]",Rb4BiI7,[],[],False,False,
24,Rb4Bi3I13,"[4, 3, 13]",Rb4Bi3I13,[],[],True,False,
25,Rb5Bi1I8,"[5, 1, 8]",Rb5BiI8,[],[],False,False,
26,Rb5Bi2I11,"[5, 2, 11]",Rb5Bi2I11,[],[],False,False,
27,Rb6Bi1I9,"[6, 1, 9]",Rb6BiI9,[],[],False,False,
28,Rb7Bi1I10,"[7, 1, 10]",Rb7BiI10,[],[],False,False,
29,Rb8Bi1I11,"[8, 1, 11]",Rb8BiI11,[],[],False,False,
30,Rb1Bi1Cl4,"[1, 1, 4]",RbBiCl4,[],[],False,True,
31,Rb1Bi2Cl7,"[1, 2, 7]",RbBi2Cl7,[],[],False,True,
32,Rb1Bi3Cl10,"[1, 3, 10]",RbBi3Cl10,[],[],False,False,
33,Rb1Bi4Cl13,"[1, 4, 13]",RbBi4Cl13,[],[],False,False,
34,Rb2Bi1Cl5,"[2, 1, 5]",Rb2BiCl5,[],[],False,True,
35,Rb2Bi3Cl11,"[2, 3, 11]",Rb2Bi3Cl11,[],[],False,False,
36,Rb3Bi1Cl6,"[3, 1, 6]",Rb3BiCl6,mp-1114619,[],True,True,
37,Rb3Bi2Cl9,"[3, 2, 9]",Rb3Bi2Cl9,[],[],False,True,
38,Rb4Bi1Cl7,"[4, 1, 7]",Rb4BiCl7,[],[],False,False,
39,Rb4Bi3Cl13,"[4, 3, 13]",Rb4Bi3Cl13,[],[],False,False,
40,Rb5Bi1Cl8,"[5, 1, 8]",Rb5BiCl8,[],[],False,False,
41,Rb5Bi2Cl11,"[5, 2, 11]",Rb5Bi2Cl11,[],[],True,False,
42,Rb6Bi1Cl9,"[6, 1, 9]",Rb6BiCl9,[],[],False,False,
43,Rb7Bi1Cl10,"[7, 1, 10]",Rb7BiCl10,[],[],False,False,
44,Rb8Bi1Cl11,"[8, 1, 11]",Rb8BiCl11,[],[],False,False,
45,Rb1Pb1Br3,"[1, 1, 3]",RbPbBr3,mp-998176,[],True,True,
46,Rb1Pb2Br5,"[1, 2, 5]",RbPb2Br5,mp-23043,"[26663, 151990]",True,True,
47,Rb1Pb3Br7,"[1, 3, 7]",RbPb3Br7,[],[],False,False,
48,Rb1Pb4Br9,"[1, 4, 9]",RbPb4Br9,[],[],False,False,
49,Rb1Pb5Br11,"[1, 5, 11]",RbPb5Br11,[],[],False,False,
50,Rb1Pb6Br13,"[1, 6, 13]",RbPb6Br13,[],[],False,False,
51,Rb2Pb1Br4,"[2, 1, 4]",Rb2PbBr4,[],[],True,False,
52,Rb2Pb3Br8,"[2, 3, 8]",Rb2Pb3Br8,[],[],True,False,
53,Rb2Pb5Br12,"[2, 5, 12]",Rb2Pb5Br12,[],[],True,False,
54,Rb3Pb1Br5,"[3, 1, 5]",Rb3PbBr5,[],[],True,True,
55,Rb3Pb2Br7,"[3, 2, 7]",Rb3Pb2Br7,[],[],True,False,
56,Rb3Pb4Br11,"[3, 4, 11]",Rb3Pb4Br11,[],[],True,False,
57,Rb4Pb1Br6,"[4, 1, 6]",Rb4PbBr6,mp-28564,[65300],True,True,
58,Rb4Pb3Br10,"[4, 3, 10]",Rb4Pb3Br10,[],[],True,False,
59,Rb5Pb1Br7,"[5, 1, 7]",Rb5PbBr7,[],[],False,False,
60,Rb5Pb2Br9,"[5, 2, 9]",Rb5Pb2Br9,[],[],True,False,
61,Rb5Pb3Br11,"[5, 3, 11]",Rb5Pb3Br11,[],[],True,False,
62,Rb6Pb1Br8,"[6, 1, 8]",Rb6PbBr8,[],[],False,False,
63,Rb7Pb1Br9,"[7, 1, 9]",Rb7PbBr9,[],[],False,False,
64,Rb7Pb2Br11,"[7, 2, 11]",Rb7Pb2Br11,[],[],True,False,
65,Rb8Pb1Br10,"[8, 1, 10]",Rb8PbBr10,[],[],False,False,
66,Rb1Pb1I3,"[1, 1, 3]",RbPbI3,mp-23517,"[6067, 161482, 161483]",True,True,
67,Rb1Pb2I5,"[1, 2, 5]",RbPb2I5,[],[],False,True,
68,Rb1Pb3I7,"[1, 3, 7]",RbPb3I7,[],[],False,False,
69,Rb1Pb4I9,"[1, 4, 9]",RbPb4I9,[],[],False,False,
70,Rb1Pb5I11,"[1, 5, 11]",RbPb5I11,[],[],False,False,
71,Rb1Pb6I13,"[1, 6, 13]",RbPb6I13,[],[],False,False,
72,Rb2Pb1I4,"[2, 1, 4]",Rb2PbI4,[],[],False,False,
73,Rb2Pb3I8,"[2, 3, 8]",Rb2Pb3I8,[],[],False,False,
74,Rb2Pb5I12,"[2, 5, 12]",Rb2Pb5I12,[],[],False,False,
75,Rb3Pb1I5,"[3, 1, 5]",Rb3PbI5,[],[],False,True,
76,Rb3Pb2I7,"[3, 2, 7]",Rb3Pb2I7,[],[],False,False,
77,Rb3Pb4I11,"[3, 4, 11]",Rb3Pb4I11,[],[],False,False,
78,Rb4Pb1I6,"[4, 1, 6]",Rb4PbI6,[],[],False,True,
79,Rb4Pb3I10,"[4, 3, 10]",Rb4Pb3I10,[],[],False,False,
80,Rb5Pb1I7,"[5, 1, 7]",Rb5PbI7,[],[],False,False,
81,Rb5Pb2I9,"[5, 2, 9]",Rb5Pb2I9,[],[],False,False,
82,Rb5Pb3I11,"[5, 3, 11]",Rb5Pb3I11,[],[],False,False,
83,Rb6Pb1I8,"[6, 1, 8]",Rb6PbI8,[],[],False,False,
84,Rb7Pb1I9,"[7, 1, 9]",Rb7PbI9,[],[],False,False,
85,Rb7Pb2I11,"[7, 2, 11]",Rb7Pb2I11,[],[],False,False,
86,Rb8Pb1I10,"[8, 1, 10]",Rb8PbI10,[],[],False,False,
87,Rb1Pb1Cl3,"[1, 1, 3]",RbPbCl3,mp-998604,[],True,True,
88,Rb1Pb2Cl5,"[1, 2, 5]",RbPb2Cl5,[],[],False,True,
89,Rb1Pb3Cl7,"[1, 3, 7]",RbPb3Cl7,[],[],False,False,
90,Rb1Pb4Cl9,"[1, 4, 9]",RbPb4Cl9,[],[],False,False,
91,Rb1Pb5Cl11,"[1, 5, 11]",RbPb5Cl11,[],[],False,False,
92,Rb1Pb6Cl13,"[1, 6, 13]",RbPb6Cl13,[],[],False,False,
93,Rb2Pb1Cl4,"[2, 1, 4]",Rb2PbCl4,[],[],True,False,
94,Rb2Pb3Cl8,"[2, 3, 8]",Rb2Pb3Cl8,[],[],False,False,
95,Rb2Pb5Cl12,"[2, 5, 12]",Rb2Pb5Cl12,[],[],False,False,
96,Rb3Pb1Cl5,"[3, 1, 5]",Rb3PbCl5,mp-29883,[89570],True,True,
97,Rb3Pb2Cl7,"[3, 2, 7]",Rb3Pb2Cl7,[],[],True,False,
98,Rb3Pb4Cl11,"[3, 4, 11]",Rb3Pb4Cl11,[],[],False,False,
99,Rb4Pb1Cl6,"[4, 1, 6]",Rb4PbCl6,[],[],False,True,
100,Rb4Pb3Cl10,"[4, 3, 10]",Rb4Pb3Cl10,[],[],True,False,
101,Rb5Pb1Cl7,"[5, 1, 7]",Rb5PbCl7,[],[],False,False,
102,Rb5Pb2Cl9,"[5, 2, 9]",Rb5Pb2Cl9,[],[],True,False,
103,Rb5Pb3Cl11,"[5, 3, 11]",Rb5Pb3Cl11,[],[],True,False,
104,Rb6Pb1Cl8,"[6, 1, 8]",Rb6PbCl8,[],[],False,False,
105,Rb7Pb1Cl9,"[7, 1, 9]",Rb7PbCl9,[],[],False,False,
106,Rb7Pb2Cl11,"[7, 2, 11]",Rb7Pb2Cl11,[],[],True,False,
107,Rb8Pb1Cl10,"[8, 1, 10]",Rb8PbCl10,[],[],False,False,
108,Rb1Sb1Br4,"[1, 1, 4]",RbSbBr4,[],[],False,True,
109,Rb1Sb2Br7,"[1, 2, 7]",RbSb2Br7,[],[],False,True,
110,Rb1Sb3Br10,"[1, 3, 10]",RbSb3Br10,[],[],False,False,
111,Rb1Sb4Br13,"[1, 4, 13]",RbSb4Br13,[],[],False,False,
112,Rb2Sb1Br5,"[2, 1, 5]",Rb2SbBr5,[],[],True,True,
113,Rb2Sb3Br11,"[2, 3, 11]",Rb2Sb3Br11,[],[],False,False,
114,Rb3Sb1Br6,"[3, 1, 6]",Rb3SbBr6,mp-1114502,[],True,True,
115,Rb3Sb2Br9,"[3, 2, 9]",Rb3Sb2Br9,mp-1194576,[431322],True,True,
116,Rb4Sb1Br7,"[4, 1, 7]",Rb4SbBr7,[],[],False,False,
117,Rb4Sb3Br13,"[4, 3, 13]",Rb4Sb3Br13,[],[],True,False,
118,Rb5Sb1Br8,"[5, 1, 8]",Rb5SbBr8,[],[],False,False,
119,Rb5Sb2Br11,"[5, 2, 11]",Rb5Sb2Br11,[],[],True,False,
120,Rb6Sb1Br9,"[6, 1, 9]",Rb6SbBr9,[],[],False,False,
121,Rb7Sb1Br10,"[7, 1, 10]",Rb7SbBr10,[],[],False,False,
122,Rb8Sb1Br11,"[8, 1, 11]",Rb8SbBr11,[],[],False,False,
123,Rb1Sb1I4,"[1, 1, 4]",RbSbI4,[],[],False,True,
124,Rb1Sb2I7,"[1, 2, 7]",RbSb2I7,[],[],False,True,
125,Rb1Sb3I10,"[1, 3, 10]",RbSb3I10,[],[],False,False,
126,Rb1Sb4I13,"[1, 4, 13]",RbSb4I13,[],[],False,False,
127,Rb2Sb1I5,"[2, 1, 5]",Rb2SbI5,[],[],True,True,
128,Rb2Sb3I11,"[2, 3, 11]",Rb2Sb3I11,[],[],False,False,
129,Rb3Sb1I6,"[3, 1, 6]",Rb3SbI6,mp-1114515,[],True,True,
130,Rb3Sb2I9,"[3, 2, 9]",Rb3Sb2I9,mp-1195452,[431323],True,True,
131,Rb4Sb1I7,"[4, 1, 7]",Rb4SbI7,[],[],False,False,
132,Rb4Sb3I13,"[4, 3, 13]",Rb4Sb3I13,[],[],True,False,
133,Rb5Sb1I8,"[5, 1, 8]",Rb5SbI8,[],[],False,False,
134,Rb5Sb2I11,"[5, 2, 11]",Rb5Sb2I11,[],[],True,False,
135,Rb6Sb1I9,"[6, 1, 9]",Rb6SbI9,[],[],False,False,
136,Rb7Sb1I10,"[7, 1, 10]",Rb7SbI10,[],[],False,False,
137,Rb8Sb1I11,"[8, 1, 11]",Rb8SbI11,[],[],False,False,
138,Rb1Sb1Cl4,"[1, 1, 4]",RbSbCl4,[],[],False,True,
139,Rb1Sb2Cl7,"[1, 2, 7]",RbSb2Cl7,[],[],False,True,
140,Rb1Sb3Cl10,"[1, 3, 10]",RbSb3Cl10,[],[],False,False,
141,Rb1Sb4Cl13,"[1, 4, 13]",RbSb4Cl13,[],[],False,False,
142,Rb2Sb1Cl5,"[2, 1, 5]",Rb2SbCl5,[],[],False,True,
143,Rb2Sb3Cl11,"[2, 3, 11]",Rb2Sb3Cl11,[],[],False,False,
144,Rb3Sb1Cl6,"[3, 1, 6]",Rb3SbCl6,mp-1114631,[],True,True,
145,Rb3Sb2Cl9,"[3, 2, 9]",Rb3Sb2Cl9,[],[],False,True,
146,Rb4Sb1Cl7,"[4, 1, 7]",Rb4SbCl7,[],[],False,False,
147,Rb4Sb3Cl13,"[4, 3, 13]",Rb4Sb3Cl13,[],[],False,False,
148,Rb5Sb1Cl8,"[5, 1, 8]",Rb5SbCl8,[],[],False,False,
149,Rb5Sb2Cl11,"[5, 2, 11]",Rb5Sb2Cl11,[],[],True,False,
150,Rb6Sb1Cl9,"[6, 1, 9]",Rb6SbCl9,[],[],False,False,
151,Rb7Sb1Cl10,"[7, 1, 10]",Rb7SbCl10,[],[],False,False,
152,Rb8Sb1Cl11,"[8, 1, 11]",Rb8SbCl11,[],[],False,False,
153,Rb1Sn1Br5,"[1, 1, 5]",RbSnBr5,[],[],False,False,
154,Rb1Sn2Br9,"[1, 2, 9]",RbSn2Br9,[],[],False,False,
155,Rb1Sn3Br13,"[1, 3, 13]",RbSn3Br13,[],[],False,False,
156,Rb2Sn1Br6,"[2, 1, 6]",Rb2SnBr6,mp-569028,[158956],True,True,
157,Rb2Sn3Br14,"[2, 3, 14]",Rb2Sn3Br14,[],[],False,False,
158,Rb3Sn1Br7,"[3, 1, 7]",Rb3SnBr7,[],[],False,False,
159,Rb3Sn2Br11,"[3, 2, 11]",Rb3Sn2Br11,[],[],False,False,
160,Rb4Sn1Br8,"[4, 1, 8]",Rb4SnBr8,[],[],False,False,
161,Rb5Sn1Br9,"[5, 1, 9]",Rb5SnBr9,[],[],False,False,
162,Rb5Sn2Br13,"[5, 2, 13]",Rb5Sn2Br13,[],[],False,False,
163,Rb6Sn1Br10,"[6, 1, 10]",Rb6SnBr10,[],[],False,False,
164,Rb7Sn1Br11,"[7, 1, 11]",Rb7SnBr11,[],[],False,False,
165,Rb1Sn1I5,"[1, 1, 5]",RbSnI5,[],[],False,False,
166,Rb1Sn2I9,"[1, 2, 9]",RbSn2I9,[],[],False,False,
167,Rb1Sn3I13,"[1, 3, 13]",RbSn3I13,[],[],False,False,
168,Rb2Sn1I6,"[2, 1, 6]",Rb2SnI6,mp-27635,[22104],True,True,
169,Rb2Sn3I14,"[2, 3, 14]",Rb2Sn3I14,[],[],False,False,
170,Rb3Sn1I7,"[3, 1, 7]",Rb3SnI7,[],[],False,False,
171,Rb3Sn2I11,"[3, 2, 11]",Rb3Sn2I11,[],[],False,False,
172,Rb4Sn1I8,"[4, 1, 8]",Rb4SnI8,[],[],False,False,
173,Rb5Sn1I9,"[5, 1, 9]",Rb5SnI9,[],[],False,False,
174,Rb5Sn2I13,"[5, 2, 13]",Rb5Sn2I13,[],[],False,False,
175,Rb6Sn1I10,"[6, 1, 10]",Rb6SnI10,[],[],False,False,
176,Rb7Sn1I11,"[7, 1, 11]",Rb7SnI11,[],[],False,False,
177,Rb1Sn1Cl5,"[1, 1, 5]",RbSnCl5,[],[],False,False,
178,Rb1Sn2Cl9,"[1, 2, 9]",RbSn2Cl9,[],[],False,False,
179,Rb1Sn3Cl13,"[1, 3, 13]",RbSn3Cl13,[],[],False,False,
180,Rb2Sn1Cl6,"[2, 1, 6]",Rb2SnCl6,mp-23059,"[65059, 65060, 29026, 9022, 26698]",True,True,
181,Rb2Sn3Cl14,"[2, 3, 14]",Rb2Sn3Cl14,[],[],False,False,
182,Rb3Sn1Cl7,"[3, 1, 7]",Rb3SnCl7,[],[],False,False,
183,Rb3Sn2Cl11,"[3, 2, 11]",Rb3Sn2Cl11,[],[],False,False,
184,Rb4Sn1Cl8,"[4, 1, 8]",Rb4SnCl8,[],[],False,False,
185,Rb5Sn1Cl9,"[5, 1, 9]",Rb5SnCl9,[],[],False,False,
186,Rb5Sn2Cl13,"[5, 2, 13]",Rb5Sn2Cl13,[],[],False,False,
187,Rb6Sn1Cl10,"[6, 1, 10]",Rb6SnCl10,[],[],False,False,
188,Rb7Sn1Cl11,"[7, 1, 11]",Rb7SnCl11,[],[],False,False,
189,Rb1In1Br4,"[1, 1, 4]",RbInBr4,[],[],False,True,
190,Rb1In2Br7,"[1, 2, 7]",RbIn2Br7,[],[],False,True,
191,Rb1In3Br10,"[1, 3, 10]",RbIn3Br10,[],[],False,False,
192,Rb1In4Br13,"[1, 4, 13]",RbIn4Br13,[],[],False,False,
193,Rb2In1Br5,"[2, 1, 5]",Rb2InBr5,[],[],False,True,
194,Rb2In3Br11,"[2, 3, 11]",Rb2In3Br11,[],[],False,False,
195,Rb3In1Br6,"[3, 1, 6]",Rb3InBr6,mp-1114624,[],True,True,
196,Rb3In2Br9,"[3, 2, 9]",Rb3In2Br9,[],[],False,True,
197,Rb4In1Br7,"[4, 1, 7]",Rb4InBr7,[],[],False,False,
198,Rb4In3Br13,"[4, 3, 13]",Rb4In3Br13,[],[],False,False,
199,Rb5In1Br8,"[5, 1, 8]",Rb5InBr8,[],[],False,False,
200,Rb5In2Br11,"[5, 2, 11]",Rb5In2Br11,[],[],True,False,
201,Rb6In1Br9,"[6, 1, 9]",Rb6InBr9,[],[],False,False,
202,Rb7In1Br10,"[7, 1, 10]",Rb7InBr10,[],[],False,False,
203,Rb8In1Br11,"[8, 1, 11]",Rb8InBr11,[],[],False,False,
204,Rb1In1I4,"[1, 1, 4]",RbInI4,mp-28198,[36601],True,True,
205,Rb1In2I7,"[1, 2, 7]",RbIn2I7,[],[],False,True,
206,Rb1In3I10,"[1, 3, 10]",RbIn3I10,[],[],False,False,
207,Rb1In4I13,"[1, 4, 13]",RbIn4I13,[],[],False,False,
208,Rb2In1I5,"[2, 1, 5]",Rb2InI5,[],[],True,True,
209,Rb2In3I11,"[2, 3, 11]",Rb2In3I11,[],[],False,False,
210,Rb3In1I6,"[3, 1, 6]",Rb3InI6,mp-1114626,[],True,True,
211,Rb3In2I9,"[3, 2, 9]",Rb3In2I9,[],[],True,True,
212,Rb4In1I7,"[4, 1, 7]",Rb4InI7,[],[],False,False,
213,Rb4In3I13,"[4, 3, 13]",Rb4In3I13,[],[],True,False,
214,Rb5In1I8,"[5, 1, 8]",Rb5InI8,[],[],False,False,
215,Rb5In2I11,"[5, 2, 11]",Rb5In2I11,[],[],True,False,
216,Rb6In1I9,"[6, 1, 9]",Rb6InI9,[],[],False,False,
217,Rb7In1I10,"[7, 1, 10]",Rb7InI10,[],[],False,False,
218,Rb8In1I11,"[8, 1, 11]",Rb8InI11,[],[],False,False,
219,Rb1In1Cl4,"[1, 1, 4]",RbInCl4,[],[],False,True,
220,Rb1In2Cl7,"[1, 2, 7]",RbIn2Cl7,[],[],False,True,
221,Rb1In3Cl10,"[1, 3, 10]",RbIn3Cl10,[],[],False,False,
222,Rb1In4Cl13,"[1, 4, 13]",RbIn4Cl13,[],[],False,False,
223,Rb2In1Cl5,"[2, 1, 5]",Rb2InCl5,[],[],False,True,
224,Rb2In3Cl11,"[2, 3, 11]",Rb2In3Cl11,[],[],False,False,
225,Rb3In1Cl6,"[3, 1, 6]",Rb3InCl6,mp-1114625,[],True,True,
226,Rb3In2Cl9,"[3, 2, 9]",Rb3In2Cl9,[],[],False,True,
227,Rb4In1Cl7,"[4, 1, 7]",Rb4InCl7,[],[],False,False,
228,Rb4In3Cl13,"[4, 3, 13]",Rb4In3Cl13,[],[],False,False,
229,Rb5In1Cl8,"[5, 1, 8]",Rb5InCl8,[],[],False,False,
230,Rb5In2Cl11,"[5, 2, 11]",Rb5In2Cl11,[],[],True,False,
231,Rb6In1Cl9,"[6, 1, 9]",Rb6InCl9,[],[],False,False,
232,Rb7In1Cl10,"[7, 1, 10]",Rb7InCl10,[],[],False,False,
233,Rb8In1Cl11,"[8, 1, 11]",Rb8InCl11,[],[],False,False,
234,Na1Bi1Br4,"[1, 1, 4]",NaBiBr4,[],[],,,
235,Na1Bi2Br7,"[1, 2, 7]",NaBi2Br7,[],[],,,
236,Na1Bi3Br10,"[1, 3, 10]",NaBi3Br10,[],[],,,
237,Na1Bi4Br13,"[1, 4, 13]",NaBi4Br13,[],[],,,
238,Na2Bi1Br5,"[2, 1, 5]",Na2BiBr5,[],[],,,
239,Na2Bi3Br11,"[2, 3, 11]",Na2Bi3Br11,[],[],,,
240,Na3Bi1Br6,"[3, 1, 6]",Na3BiBr6,[],[],,,
241,Na3Bi2Br9,"[3, 2, 9]",Na3Bi2Br9,[],[],,,
242,Na4Bi1Br7,"[4, 1, 7]",Na4BiBr7,[],[],,,
243,Na4Bi3Br13,"[4, 3, 13]",Na4Bi3Br13,[],[],,,
244,Na5Bi1Br8,"[5, 1, 8]",Na5BiBr8,[],[],,,
245,Na5Bi2Br11,"[5, 2, 11]",Na5Bi2Br11,[],[],,,
246,Na6Bi1Br9,"[6, 1, 9]",Na6BiBr9,[],[],,,
247,Na7Bi1Br10,"[7, 1, 10]",Na7BiBr10,[],[],,,
248,Na8Bi1Br11,"[8, 1, 11]",Na8BiBr11,[],[],,,
249,Na1Bi1I4,"[1, 1, 4]",NaBiI4,[],[],,,
250,Na1Bi2I7,"[1, 2, 7]",NaBi2I7,[],[],,,
251,Na1Bi3I10,"[1, 3, 10]",NaBi3I10,[],[],,,
252,Na1Bi4I13,"[1, 4, 13]",NaBi4I13,[],[],,,
253,Na2Bi1I5,"[2, 1, 5]",Na2BiI5,[],[],,,
254,Na2Bi3I11,"[2, 3, 11]",Na2Bi3I11,[],[],,,
255,Na3Bi1I6,"[3, 1, 6]",Na3BiI6,[],[],,,
256,Na3Bi2I9,"[3, 2, 9]",Na3Bi2I9,[],[],,,
257,Na4Bi1I7,"[4, 1, 7]",Na4BiI7,[],[],,,
258,Na4Bi3I13,"[4, 3, 13]",Na4Bi3I13,[],[],,,
259,Na5Bi1I8,"[5, 1, 8]",Na5BiI8,[],[],,,
260,Na5Bi2I11,"[5, 2, 11]",Na5Bi2I11,[],[],,,
261,Na6Bi1I9,"[6, 1, 9]",Na6BiI9,[],[],,,
262,Na7Bi1I10,"[7, 1, 10]",Na7BiI10,[],[],,,
263,Na8Bi1I11,"[8, 1, 11]",Na8BiI11,[],[],,,
264,Na1Bi1Cl4,"[1, 1, 4]",NaBiCl4,[],[],,,
265,Na1Bi2Cl7,"[1, 2, 7]",NaBi2Cl7,[],[],,,
266,Na1Bi3Cl10,"[1, 3, 10]",NaBi3Cl10,[],[],,,
267,Na1Bi4Cl13,"[1, 4, 13]",NaBi4Cl13,[],[],,,
268,Na2Bi1Cl5,"[2, 1, 5]",Na2BiCl5,[],[],,,
269,Na2Bi3Cl11,"[2, 3, 11]",Na2Bi3Cl11,[],[],,,
270,Na3Bi1Cl6,"[3, 1, 6]",Na3BiCl6,[],[],,,
271,Na3Bi2Cl9,"[3, 2, 9]",Na3Bi2Cl9,[],[],,,
272,Na4Bi1Cl7,"[4, 1, 7]",Na4BiCl7,[],[],,,
273,Na4Bi3Cl13,"[4, 3, 13]",Na4Bi3Cl13,[],[],,,
274,Na5Bi1Cl8,"[5, 1, 8]",Na5BiCl8,[],[],,,
275,Na5Bi2Cl11,"[5, 2, 11]",Na5Bi2Cl11,[],[],,,
276,Na6Bi1Cl9,"[6, 1, 9]",Na6BiCl9,[],[],,,
277,Na7Bi1Cl10,"[7, 1, 10]",Na7BiCl10,[],[],,,
278,Na8Bi1Cl11,"[8, 1, 11]",Na8BiCl11,[],[],,,
279,Na1Pb1Br3,"[1, 1, 3]",NaPbBr3,[],[],,,
280,Na1Pb2Br5,"[1, 2, 5]",NaPb2Br5,[],[],,,
281,Na1Pb3Br7,"[1, 3, 7]",NaPb3Br7,[],[],,,
282,Na1Pb4Br9,"[1, 4, 9]",NaPb4Br9,[],[],,,
283,Na1Pb5Br11,"[1, 5, 11]",NaPb5Br11,[],[],,,
284,Na1Pb6Br13,"[1, 6, 13]",NaPb6Br13,[],[],,,
285,Na2Pb1Br4,"[2, 1, 4]",Na2PbBr4,[],[],,,
286,Na2Pb3Br8,"[2, 3, 8]",Na2Pb3Br8,[],[],,,
287,Na2Pb5Br12,"[2, 5, 12]",Na2Pb5Br12,[],[],,,
288,Na3Pb1Br5,"[3, 1, 5]",Na3PbBr5,[],[],,,
289,Na3Pb2Br7,"[3, 2, 7]",Na3Pb2Br7,[],[],,,
290,Na3Pb4Br11,"[3, 4, 11]",Na3Pb4Br11,[],[],,,
291,Na4Pb1Br6,"[4, 1, 6]",Na4PbBr6,[],[],,,
292,Na4Pb3Br10,"[4, 3, 10]",Na4Pb3Br10,[],[],,,
293,Na5Pb1Br7,"[5, 1, 7]",Na5PbBr7,[],[],,,
294,Na5Pb2Br9,"[5, 2, 9]",Na5Pb2Br9,[],[],,,
295,Na5Pb3Br11,"[5, 3, 11]",Na5Pb3Br11,[],[],,,
296,Na6Pb1Br8,"[6, 1, 8]",Na6PbBr8,[],[],,,
297,Na7Pb1Br9,"[7, 1, 9]",Na7PbBr9,[],[],,,
298,Na7Pb2Br11,"[7, 2, 11]",Na7Pb2Br11,[],[],,,
299,Na8Pb1Br10,"[8, 1, 10]",Na8PbBr10,[],[],,,
300,Na1Pb1I3,"[1, 1, 3]",NaPbI3,[],[],,,
301,Na1Pb2I5,"[1, 2, 5]",NaPb2I5,[],[],,,
302,Na1Pb3I7,"[1, 3, 7]",NaPb3I7,[],[],,,
303,Na1Pb4I9,"[1, 4, 9]",NaPb4I9,[],[],,,
304,Na1Pb5I11,"[1, 5, 11]",NaPb5I11,[],[],,,
305,Na1Pb6I13,"[1, 6, 13]",NaPb6I13,[],[],,,
306,Na2Pb1I4,"[2, 1, 4]",Na2PbI4,[],[],,,
307,Na2Pb3I8,"[2, 3, 8]",Na2Pb3I8,[],[],,,
308,Na2Pb5I12,"[2, 5, 12]",Na2Pb5I12,[],[],,,
309,Na3Pb1I5,"[3, 1, 5]",Na3PbI5,[],[],,,
310,Na3Pb2I7,"[3, 2, 7]",Na3Pb2I7,[],[],,,
311,Na3Pb4I11,"[3, 4, 11]",Na3Pb4I11,[],[],,,
312,Na4Pb1I6,"[4, 1, 6]",Na4PbI6,[],[],,,
313,Na4Pb3I10,"[4, 3, 10]",Na4Pb3I10,[],[],,,
314,Na5Pb1I7,"[5, 1, 7]",Na5PbI7,[],[],,,
315,Na5Pb2I9,"[5, 2, 9]",Na5Pb2I9,[],[],,,
316,Na5Pb3I11,"[5, 3, 11]",Na5Pb3I11,[],[],,,
