,composition,Atoms,reduced_formula,mp-id,icsd_id,Make,Matches,0
317,Na6Pb1I8,"[6, 1, 8]",Na6PbI8,[],[],,,
318,Na7Pb1I9,"[7, 1, 9]",Na7PbI9,[],[],,,
319,Na7Pb2I11,"[7, 2, 11]",Na7Pb2I11,[],[],,,
320,Na8Pb1I10,"[8, 1, 10]",Na8PbI10,[],[],,,
321,Na1Pb1Cl3,"[1, 1, 3]",NaPbCl3,[],[],,,
322,Na1Pb2Cl5,"[1, 2, 5]",NaPb2Cl5,[],[],,,
323,Na1Pb3Cl7,"[1, 3, 7]",NaPb3Cl7,[],[],,,
324,Na1Pb4Cl9,"[1, 4, 9]",NaPb4Cl9,[],[],,,
325,Na1Pb5Cl11,"[1, 5, 11]",NaPb5Cl11,[],[],,,
326,Na1Pb6Cl13,"[1, 6, 13]",NaPb6Cl13,[],[],,,
327,Na2Pb1Cl4,"[2, 1, 4]",Na2PbCl4,[],[],,,
328,Na2Pb3Cl8,"[2, 3, 8]",Na2Pb3Cl8,[],[],,,
329,Na2Pb5Cl12,"[2, 5, 12]",Na2Pb5Cl12,[],[],,,
330,Na3Pb1Cl5,"[3, 1, 5]",Na3PbCl5,[],[],,,
331,Na3Pb2Cl7,"[3, 2, 7]",Na3Pb2Cl7,[],[],,,
332,Na3Pb4Cl11,"[3, 4, 11]",Na3Pb4Cl11,[],[],,,
333,Na4Pb1Cl6,"[4, 1, 6]",Na4PbCl6,[],[],,,
334,Na4Pb3Cl10,"[4, 3, 10]",Na4Pb3Cl10,[],[],,,
335,Na5Pb1Cl7,"[5, 1, 7]",Na5PbCl7,[],[],,,
336,Na5Pb2Cl9,"[5, 2, 9]",Na5Pb2Cl9,[],[],,,
337,Na5Pb3Cl11,"[5, 3, 11]",Na5Pb3Cl11,[],[],,,
338,Na6Pb1Cl8,"[6, 1, 8]",Na6PbCl8,[],[],,,
339,Na7Pb1Cl9,"[7, 1, 9]",Na7PbCl9,[],[],,,
340,Na7Pb2Cl11,"[7, 2, 11]",Na7Pb2Cl11,[],[],,,
341,Na8Pb1Cl10,"[8, 1, 10]",Na8PbCl10,[],[],,,
342,Na1Sb1Br4,"[1, 1, 4]",NaSbBr4,[],[],False,True,
343,Na1Sb2Br7,"[1, 2, 7]",NaSb2Br7,[],[],False,True,
344,Na1Sb3Br10,"[1, 3, 10]",NaSb3Br10,[],[],False,False,
345,Na1Sb4Br13,"[1, 4, 13]",NaSb4Br13,[],[],False,False,
346,Na2Sb1Br5,"[2, 1, 5]",Na2SbBr5,[],[],False,True,
347,Na2Sb3Br11,"[2, 3, 11]",Na2Sb3Br11,[],[],False,False,
348,Na3Sb1Br6,"[3, 1, 6]",Na3SbBr6,mp-1113504,[],True,True,
349,Na3Sb2Br9,"[3, 2, 9]",Na3Sb2Br9,[],[],False,True,
350,Na4Sb1Br7,"[4, 1, 7]",Na4SbBr7,[],[],False,False,
351,Na4Sb3Br13,"[4, 3, 13]",Na4Sb3Br13,[],[],False,False,
352,Na5Sb1Br8,"[5, 1, 8]",Na5SbBr8,[],[],False,False,
353,Na5Sb2Br11,"[5, 2, 11]",Na5Sb2Br11,[],[],True,False,
354,Na6Sb1Br9,"[6, 1, 9]",Na6SbBr9,[],[],False,False,
355,Na7Sb1Br10,"[7, 1, 10]",Na7SbBr10,[],[],False,False,
356,Na8Sb1Br11,"[8, 1, 11]",Na8SbBr11,[],[],False,False,
357,Na1Sb1I4,"[1, 1, 4]",NaSbI4,[],[],False,True,
358,Na1Sb2I7,"[1, 2, 7]",NaSb2I7,[],[],False,True,
359,Na1Sb3I10,"[1, 3, 10]",NaSb3I10,[],[],False,False,
360,Na1Sb4I13,"[1, 4, 13]",NaSb4I13,[],[],False,False,
361,Na2Sb1I5,"[2, 1, 5]",Na2SbI5,[],[],False,True,
362,Na2Sb3I11,"[2, 3, 11]",Na2Sb3I11,[],[],False,False,
363,Na3Sb1I6,"[3, 1, 6]",Na3SbI6,mp-1111643,[],True,True,
364,Na3Sb2I9,"[3, 2, 9]",Na3Sb2I9,[],[],False,True,
365,Na4Sb1I7,"[4, 1, 7]",Na4SbI7,[],[],False,False,
366,Na4Sb3I13,"[4, 3, 13]",Na4Sb3I13,[],[],False,False,
367,Na5Sb1I8,"[5, 1, 8]",Na5SbI8,[],[],False,False,
368,Na5Sb2I11,"[5, 2, 11]",Na5Sb2I11,[],[],True,False,
369,Na6Sb1I9,"[6, 1, 9]",Na6SbI9,[],[],False,False,
370,Na7Sb1I10,"[7, 1, 10]",Na7SbI10,[],[],False,False,
371,Na8Sb1I11,"[8, 1, 11]",Na8SbI11,[],[],False,False,
372,Na1Sb1Cl4,"[1, 1, 4]",NaSbCl4,[],[],False,True,
373,Na1Sb2Cl7,"[1, 2, 7]",NaSb2Cl7,[],[],False,True,
374,Na1Sb3Cl10,"[1, 3, 10]",NaSb3Cl10,[],[],False,False,
375,Na1Sb4Cl13,"[1, 4, 13]",NaSb4Cl13,[],[],False,False,
376,Na2Sb1Cl5,"[2, 1, 5]",Na2SbCl5,[],[],False,True,
377,Na2Sb3Cl11,"[2, 3, 11]",Na2Sb3Cl11,[],[],False,False,
378,Na3Sb1Cl6,"[3, 1, 6]",Na3SbCl6,mp-1111897,[],True,True,
379,Na3Sb2Cl9,"[3, 2, 9]",Na3Sb2Cl9,[],[],False,True,
380,Na4Sb1Cl7,"[4, 1, 7]",Na4SbCl7,[],[],False,False,
381,Na4Sb3Cl13,"[4, 3, 13]",Na4Sb3Cl13,[],[],False,False,
382,Na5Sb1Cl8,"[5, 1, 8]",Na5SbCl8,[],[],False,False,
383,Na5Sb2Cl11,"[5, 2, 11]",Na5Sb2Cl11,[],[],True,False,
384,Na6Sb1Cl9,"[6, 1, 9]",Na6SbCl9,[],[],False,False,
385,Na7Sb1Cl10,"[7, 1, 10]",Na7SbCl10,[],[],False,False,
386,Na8Sb1Cl11,"[8, 1, 11]",Na8SbCl11,[],[],False,False,
387,Na1Sn1Br5,"[1, 1, 5]",NaSnBr5,[],[],,,
388,Na1Sn2Br9,"[1, 2, 9]",NaSn2Br9,[],[],,,
389,Na1Sn3Br13,"[1, 3, 13]",NaSn3Br13,[],[],,,
390,Na2Sn1Br6,"[2, 1, 6]",Na2SnBr6,[],[],,,
391,Na2Sn3Br14,"[2, 3, 14]",Na2Sn3Br14,[],[],,,
392,Na3Sn1Br7,"[3, 1, 7]",Na3SnBr7,[],[],,,
393,Na3Sn2Br11,"[3, 2, 11]",Na3Sn2Br11,[],[],,,
394,Na4Sn1Br8,"[4, 1, 8]",Na4SnBr8,[],[],,,
395,Na5Sn1Br9,"[5, 1, 9]",Na5SnBr9,[],[],,,
396,Na5Sn2Br13,"[5, 2, 13]",Na5Sn2Br13,[],[],,,
397,Na6Sn1Br10,"[6, 1, 10]",Na6SnBr10,[],[],,,
398,Na7Sn1Br11,"[7, 1, 11]",Na7SnBr11,[],[],,,
399,Na1Sn1I5,"[1, 1, 5]",NaSnI5,[],[],,,
400,Na1Sn2I9,"[1, 2, 9]",NaSn2I9,[],[],,,
401,Na1Sn3I13,"[1, 3, 13]",NaSn3I13,[],[],,,
402,Na2Sn1I6,"[2, 1, 6]",Na2SnI6,[],[],,,
403,Na2Sn3I14,"[2, 3, 14]",Na2Sn3I14,[],[],,,
404,Na3Sn1I7,"[3, 1, 7]",Na3SnI7,[],[],,,
405,Na3Sn2I11,"[3, 2, 11]",Na3Sn2I11,[],[],,,
406,Na4Sn1I8,"[4, 1, 8]",Na4SnI8,[],[],,,
407,Na5Sn1I9,"[5, 1, 9]",Na5SnI9,[],[],,,
408,Na5Sn2I13,"[5, 2, 13]",Na5Sn2I13,[],[],,,
409,Na6Sn1I10,"[6, 1, 10]",Na6SnI10,[],[],,,
410,Na7Sn1I11,"[7, 1, 11]",Na7SnI11,[],[],,,
411,Na1Sn1Cl5,"[1, 1, 5]",NaSnCl5,[],[],,,
412,Na1Sn2Cl9,"[1, 2, 9]",NaSn2Cl9,[],[],,,
413,Na1Sn3Cl13,"[1, 3, 13]",NaSn3Cl13,[],[],,,
414,Na2Sn1Cl6,"[2, 1, 6]",Na2SnCl6,[],[],,,
415,Na2Sn3Cl14,"[2, 3, 14]",Na2Sn3Cl14,[],[],,,
416,Na3Sn1Cl7,"[3, 1, 7]",Na3SnCl7,[],[],,,
417,Na3Sn2Cl11,"[3, 2, 11]",Na3Sn2Cl11,[],[],,,
418,Na4Sn1Cl8,"[4, 1, 8]",Na4SnCl8,[],[],,,
419,Na5Sn1Cl9,"[5, 1, 9]",Na5SnCl9,[],[],,,
420,Na5Sn2Cl13,"[5, 2, 13]",Na5Sn2Cl13,[],[],,,
421,Na6Sn1Cl10,"[6, 1, 10]",Na6SnCl10,[],[],,,
422,Na7Sn1Cl11,"[7, 1, 11]",Na7SnCl11,[],[],,,
423,Na1In1Br4,"[1, 1, 4]",NaInBr4,mp-28569,[65462],True,True,
424,Na1In2Br7,"[1, 2, 7]",NaIn2Br7,[],[],False,True,
425,Na1In3Br10,"[1, 3, 10]",NaIn3Br10,[],[],False,False,
426,Na1In4Br13,"[1, 4, 13]",NaIn4Br13,[],[],False,False,
427,Na2In1Br5,"[2, 1, 5]",Na2InBr5,[],[],True,True,
428,Na2In3Br11,"[2, 3, 11]",Na2In3Br11,[],[],False,False,
429,Na3In1Br6,"[3, 1, 6]",Na3InBr6,mp-1111892,[],True,True,
430,Na3In2Br9,"[3, 2, 9]",Na3In2Br9,[],[],True,True,
431,Na4In1Br7,"[4, 1, 7]",Na4InBr7,[],[],False,False,
432,Na4In3Br13,"[4, 3, 13]",Na4In3Br13,[],[],True,False,
433,Na5In1Br8,"[5, 1, 8]",Na5InBr8,[],[],False,False,
434,Na5In2Br11,"[5, 2, 11]",Na5In2Br11,[],[],True,False,
435,Na6In1Br9,"[6, 1, 9]",Na6InBr9,[],[],False,False,
436,Na7In1Br10,"[7, 1, 10]",Na7InBr10,[],[],False,False,
437,Na8In1Br11,"[8, 1, 11]",Na8InBr11,[],[],False,False,
438,Na1In1I4,"[1, 1, 4]",NaInI4,mp-28570,[65463],True,True,
439,Na1In2I7,"[1, 2, 7]",NaIn2I7,[],[],False,True,
440,Na1In3I10,"[1, 3, 10]",NaIn3I10,[],[],False,False,
441,Na1In4I13,"[1, 4, 13]",NaIn4I13,[],[],False,False,
442,Na2In1I5,"[2, 1, 5]",Na2InI5,[],[],False,True,
443,Na2In3I11,"[2, 3, 11]",Na2In3I11,[],[],False,False,
444,Na3In1I6,"[3, 1, 6]",Na3InI6,[],[],False,True,
445,Na3In2I9,"[3, 2, 9]",Na3In2I9,[],[],False,True,
446,Na4In1I7,"[4, 1, 7]",Na4InI7,[],[],False,False,
447,Na4In3I13,"[4, 3, 13]",Na4In3I13,[],[],False,False,
448,Na5In1I8,"[5, 1, 8]",Na5InI8,[],[],False,False,
449,Na5In2I11,"[5, 2, 11]",Na5In2I11,[],[],False,False,
450,Na6In1I9,"[6, 1, 9]",Na6InI9,[],[],False,False,
451,Na7In1I10,"[7, 1, 10]",Na7InI10,[],[],False,False,
452,Na8In1I11,"[8, 1, 11]",Na8InI11,[],[],False,False,
453,Na1In1Cl4,"[1, 1, 4]",NaInCl4,[],[],False,True,
454,Na1In2Cl7,"[1, 2, 7]",NaIn2Cl7,[],[],False,True,
455,Na1In3Cl10,"[1, 3, 10]",NaIn3Cl10,[],[],False,False,
456,Na1In4Cl13,"[1, 4, 13]",NaIn4Cl13,[],[],False,False,
457,Na2In1Cl5,"[2, 1, 5]",Na2InCl5,[],[],False,True,
458,Na2In3Cl11,"[2, 3, 11]",Na2In3Cl11,[],[],False,False,
459,Na3In1Cl6,"[3, 1, 6]",Na3InCl6,mp-23503,"[154092, 154093]",True,True,
460,Na3In2Cl9,"[3, 2, 9]",Na3In2Cl9,[],[],False,True,
461,Na4In1Cl7,"[4, 1, 7]",Na4InCl7,[],[],False,False,
462,Na4In3Cl13,"[4, 3, 13]",Na4In3Cl13,[],[],False,False,
463,Na5In1Cl8,"[5, 1, 8]",Na5InCl8,[],[],False,False,
464,Na5In2Cl11,"[5, 2, 11]",Na5In2Cl11,[],[],True,False,
465,Na6In1Cl9,"[6, 1, 9]",Na6InCl9,[],[],False,False,
466,Na7In1Cl10,"[7, 1, 10]",Na7InCl10,[],[],False,False,
467,Na8In1Cl11,"[8, 1, 11]",Na8InCl11,[],[],False,False,
468,K1Bi1Br4,"[1, 1, 4]",KBiBr4,[],[],False,True,
469,K1Bi2Br7,"[1, 2, 7]",KBi2Br7,[],[],False,True,
470,K1Bi3Br10,"[1, 3, 10]",KBi3Br10,[],[],False,False,
471,K1Bi4Br13,"[1, 4, 13]",KBi4Br13,[],[],False,False,
472,K2Bi1Br5,"[2, 1, 5]",K2BiBr5,[],[],False,True,
473,K2Bi3Br11,"[2, 3, 11]",K2Bi3Br11,[],[],False,False,
474,K3Bi1Br6,"[3, 1, 6]",K3BiBr6,mp-1111179,[],True,True,
475,K3Bi2Br9,"[3, 2, 9]",K3Bi2Br9,[],[],False,True,
476,K4Bi1Br7,"[4, 1, 7]",K4BiBr7,[],[],False,False,
477,K4Bi3Br13,"[4, 3, 13]",K4Bi3Br13,[],[],False,False,
478,K5Bi1Br8,"[5, 1, 8]",K5BiBr8,[],[],False,False,
479,K5Bi2Br11,"[5, 2, 11]",K5Bi2Br11,[],[],True,False,
480,K6Bi1Br9,"[6, 1, 9]",K6BiBr9,[],[],False,False,
481,K7Bi1Br10,"[7, 1, 10]",K7BiBr10,[],[],False,False,
482,K8Bi1Br11,"[8, 1, 11]",K8BiBr11,[],[],False,False,
483,K1Bi1I4,"[1, 1, 4]",KBiI4,[],[],False,True,
484,K1Bi2I7,"[1, 2, 7]",KBi2I7,[],[],False,True,
485,K1Bi3I10,"[1, 3, 10]",KBi3I10,[],[],False,False,
486,K1Bi4I13,"[1, 4, 13]",KBi4I13,[],[],False,False,
487,K2Bi1I5,"[2, 1, 5]",K2BiI5,[],[],True,True,
488,K2Bi3I11,"[2, 3, 11]",K2Bi3I11,[],[],False,False,
489,K3Bi1I6,"[3, 1, 6]",K3BiI6,mp-1111496,[],True,True,
490,K3Bi2I9,"[3, 2, 9]",K3Bi2I9,mp-1120792,[],True,True,
491,K4Bi1I7,"[4, 1, 7]",K4BiI7,[],[],False,False,
492,K4Bi3I13,"[4, 3, 13]",K4Bi3I13,[],[],True,False,
493,K5Bi1I8,"[5, 1, 8]",K5BiI8,[],[],False,False,
494,K5Bi2I11,"[5, 2, 11]",K5Bi2I11,[],[],True,False,
495,K6Bi1I9,"[6, 1, 9]",K6BiI9,[],[],False,False,
496,K7Bi1I10,"[7, 1, 10]",K7BiI10,[],[],False,False,
497,K8Bi1I11,"[8, 1, 11]",K8BiI11,[],[],False,False,
498,K1Bi1Cl4,"[1, 1, 4]",KBiCl4,[],[],False,True,
499,K1Bi2Cl7,"[1, 2, 7]",KBi2Cl7,[],[],False,True,
500,K1Bi3Cl10,"[1, 3, 10]",KBi3Cl10,[],[],False,False,
501,K1Bi4Cl13,"[1, 4, 13]",KBi4Cl13,[],[],False,False,
502,K2Bi1Cl5,"[2, 1, 5]",K2BiCl5,[],[],False,True,
503,K2Bi3Cl11,"[2, 3, 11]",K2Bi3Cl11,[],[],False,False,
504,K3Bi1Cl6,"[3, 1, 6]",K3BiCl6,mp-1111497,[],True,True,
505,K3Bi2Cl9,"[3, 2, 9]",K3Bi2Cl9,[],[],False,True,
506,K4Bi1Cl7,"[4, 1, 7]",K4BiCl7,[],[],False,False,
507,K4Bi3Cl13,"[4, 3, 13]",K4Bi3Cl13,[],[],False,False,
508,K5Bi1Cl8,"[5, 1, 8]",K5BiCl8,[],[],False,False,
509,K5Bi2Cl11,"[5, 2, 11]",K5Bi2Cl11,[],[],True,False,
510,K6Bi1Cl9,"[6, 1, 9]",K6BiCl9,[],[],False,False,
511,K7Bi1Cl10,"[7, 1, 10]",K7BiCl10,[],[],False,False,
512,K8Bi1Cl11,"[8, 1, 11]",K8BiCl11,[],[],False,False,
513,K1Pb1Br3,"[1, 1, 3]",KPbBr3,[],[],False,True,
514,K1Pb2Br5,"[1, 2, 5]",KPb2Br5,mp-31508,[250266],True,True,
515,K1Pb3Br7,"[1, 3, 7]",KPb3Br7,[],[],False,False,
516,K1Pb4Br9,"[1, 4, 9]",KPb4Br9,[],[],False,False,
517,K1Pb5Br11,"[1, 5, 11]",KPb5Br11,[],[],False,False,
518,K1Pb6Br13,"[1, 6, 13]",KPb6Br13,[],[],False,False,
519,K2Pb1Br4,"[2, 1, 4]",K2PbBr4,[],[],False,False,
520,K2Pb3Br8,"[2, 3, 8]",K2Pb3Br8,[],[],False,False,
521,K2Pb5Br12,"[2, 5, 12]",K2Pb5Br12,[],[],True,False,
522,K3Pb1Br5,"[3, 1, 5]",K3PbBr5,[],[],False,True,
523,K3Pb2Br7,"[3, 2, 7]",K3Pb2Br7,[],[],False,False,
524,K3Pb4Br11,"[3, 4, 11]",K3Pb4Br11,[],[],False,False,
525,K4Pb1Br6,"[4, 1, 6]",K4PbBr6,[],[],False,True,
526,K4Pb3Br10,"[4, 3, 10]",K4Pb3Br10,[],[],False,False,
527,K5Pb1Br7,"[5, 1, 7]",K5PbBr7,[],[],False,False,
528,K5Pb2Br9,"[5, 2, 9]",K5Pb2Br9,[],[],False,False,
529,K5Pb3Br11,"[5, 3, 11]",K5Pb3Br11,[],[],False,False,
530,K6Pb1Br8,"[6, 1, 8]",K6PbBr8,[],[],False,False,
531,K7Pb1Br9,"[7, 1, 9]",K7PbBr9,[],[],False,False,
532,K7Pb2Br11,"[7, 2, 11]",K7Pb2Br11,[],[],False,False,
533,K8Pb1Br10,"[8, 1, 10]",K8PbBr10,[],[],False,False,
534,K1Pb1I3,"[1, 1, 3]",KPbI3,mp-1211504,[],True,True,
535,K1Pb2I5,"[1, 2, 5]",KPb2I5,[],[],False,True,
536,K1Pb3I7,"[1, 3, 7]",KPb3I7,[],[],False,False,
537,K1Pb4I9,"[1, 4, 9]",KPb4I9,[],[],False,False,
538,K1Pb5I11,"[1, 5, 11]",KPb5I11,[],[],False,False,
539,K1Pb6I13,"[1, 6, 13]",KPb6I13,[],[],False,False,
540,K2Pb1I4,"[2, 1, 4]",K2PbI4,[],[],False,False,
541,K2Pb3I8,"[2, 3, 8]",K2Pb3I8,[],[],False,False,
542,K2Pb5I12,"[2, 5, 12]",K2Pb5I12,[],[],False,False,
543,K3Pb1I5,"[3, 1, 5]",K3PbI5,[],[],False,True,
544,K3Pb2I7,"[3, 2, 7]",K3Pb2I7,[],[],False,False,
545,K3Pb4I11,"[3, 4, 11]",K3Pb4I11,[],[],False,False,
546,K4Pb1I6,"[4, 1, 6]",K4PbI6,[],[],False,True,
547,K4Pb3I10,"[4, 3, 10]",K4Pb3I10,[],[],False,False,
548,K5Pb1I7,"[5, 1, 7]",K5PbI7,[],[],False,False,
549,K5Pb2I9,"[5, 2, 9]",K5Pb2I9,[],[],False,False,
550,K5Pb3I11,"[5, 3, 11]",K5Pb3I11,[],[],False,False,
551,K6Pb1I8,"[6, 1, 8]",K6PbI8,[],[],False,False,
552,K7Pb1I9,"[7, 1, 9]",K7PbI9,[],[],False,False,
553,K7Pb2I11,"[7, 2, 11]",K7Pb2I11,[],[],False,False,
554,K8Pb1I10,"[8, 1, 10]",K8PbI10,[],[],False,False,
555,K1Pb1Cl3,"[1, 1, 3]",KPbCl3,[],[],False,True,
556,K1Pb2Cl5,"[1, 2, 5]",KPb2Cl5,mp-607267,"[416431, 250265, 416430, 184282, 157073]",True,True,
557,K1Pb3Cl7,"[1, 3, 7]",KPb3Cl7,[],[],False,False,
558,K1Pb4Cl9,"[1, 4, 9]",KPb4Cl9,[],[],False,False,
559,K1Pb5Cl11,"[1, 5, 11]",KPb5Cl11,[],[],False,False,
560,K1Pb6Cl13,"[1, 6, 13]",KPb6Cl13,[],[],False,False,
561,K2Pb1Cl4,"[2, 1, 4]",K2PbCl4,[],[],False,False,
562,K2Pb3Cl8,"[2, 3, 8]",K2Pb3Cl8,[],[],False,False,
563,K2Pb5Cl12,"[2, 5, 12]",K2Pb5Cl12,[],[],True,False,
564,K3Pb1Cl5,"[3, 1, 5]",K3PbCl5,[],[],False,True,
565,K3Pb2Cl7,"[3, 2, 7]",K3Pb2Cl7,[],[],False,False,
566,K3Pb4Cl11,"[3, 4, 11]",K3Pb4Cl11,[],[],False,False,
567,K4Pb1Cl6,"[4, 1, 6]",K4PbCl6,[],[],False,True,
568,K4Pb3Cl10,"[4, 3, 10]",K4Pb3Cl10,[],[],False,False,
569,K5Pb1Cl7,"[5, 1, 7]",K5PbCl7,[],[],False,False,
570,K5Pb2Cl9,"[5, 2, 9]",K5Pb2Cl9,[],[],False,False,
571,K5Pb3Cl11,"[5, 3, 11]",K5Pb3Cl11,[],[],False,False,
572,K6Pb1Cl8,"[6, 1, 8]",K6PbCl8,[],[],False,False,
573,K7Pb1Cl9,"[7, 1, 9]",K7PbCl9,[],[],False,False,
574,K7Pb2Cl11,"[7, 2, 11]",K7Pb2Cl11,[],[],False,False,
575,K8Pb1Cl10,"[8, 1, 10]",K8PbCl10,[],[],False,False,
576,K1Sb1Br4,"[1, 1, 4]",KSbBr4,[],[],False,True,
577,K1Sb2Br7,"[1, 2, 7]",KSb2Br7,[],[],False,True,
578,K1Sb3Br10,"[1, 3, 10]",KSb3Br10,[],[],False,False,
579,K1Sb4Br13,"[1, 4, 13]",KSb4Br13,[],[],False,False,
580,K2Sb1Br5,"[2, 1, 5]",K2SbBr5,[],[],False,True,
581,K2Sb3Br11,"[2, 3, 11]",K2Sb3Br11,[],[],False,False,
582,K3Sb1Br6,"[3, 1, 6]",K3SbBr6,mp-1111166,[],True,True,
583,K3Sb2Br9,"[3, 2, 9]",K3Sb2Br9,[],[],False,True,
584,K4Sb1Br7,"[4, 1, 7]",K4SbBr7,[],[],False,False,
585,K4Sb3Br13,"[4, 3, 13]",K4Sb3Br13,[],[],False,False,
586,K5Sb1Br8,"[5, 1, 8]",K5SbBr8,[],[],False,False,
587,K5Sb2Br11,"[5, 2, 11]",K5Sb2Br11,[],[],True,False,
588,K6Sb1Br9,"[6, 1, 9]",K6SbBr9,[],[],False,False,
589,K7Sb1Br10,"[7, 1, 10]",K7SbBr10,[],[],False,False,
590,K8Sb1Br11,"[8, 1, 11]",K8SbBr11,[],[],False,False,
591,K1Sb1I4,"[1, 1, 4]",KSbI4,[],[],False,True,
592,K1Sb2I7,"[1, 2, 7]",KSb2I7,[],[],False,True,
593,K1Sb3I10,"[1, 3, 10]",KSb3I10,[],[],False,False,
594,K1Sb4I13,"[1, 4, 13]",KSb4I13,[],[],False,False,
595,K2Sb1I5,"[2, 1, 5]",K2SbI5,[],[],False,True,
596,K2Sb3I11,"[2, 3, 11]",K2Sb3I11,[],[],False,False,
597,K3Sb1I6,"[3, 1, 6]",K3SbI6,mp-1111167,[],True,True,
598,K3Sb2I9,"[3, 2, 9]",K3Sb2I9,[],[],False,True,
599,K4Sb1I7,"[4, 1, 7]",K4SbI7,[],[],False,False,
600,K4Sb3I13,"[4, 3, 13]",K4Sb3I13,[],[],False,False,
601,K5Sb1I8,"[5, 1, 8]",K5SbI8,[],[],False,False,
602,K5Sb2I11,"[5, 2, 11]",K5Sb2I11,[],[],True,False,
603,K6Sb1I9,"[6, 1, 9]",K6SbI9,[],[],False,False,
604,K7Sb1I10,"[7, 1, 10]",K7SbI10,[],[],False,False,
605,K8Sb1I11,"[8, 1, 11]",K8SbI11,[],[],False,False,
606,K1Sb1Cl4,"[1, 1, 4]",KSbCl4,[],[],False,True,
607,K1Sb2Cl7,"[1, 2, 7]",KSb2Cl7,[],[],False,True,
608,K1Sb3Cl10,"[1, 3, 10]",KSb3Cl10,[],[],False,False,
609,K1Sb4Cl13,"[1, 4, 13]",KSb4Cl13,[],[],False,False,
610,K2Sb1Cl5,"[2, 1, 5]",K2SbCl5,mp-27241,[6059],True,True,
611,K2Sb3Cl11,"[2, 3, 11]",K2Sb3Cl11,[],[],False,False,
612,K3Sb1Cl6,"[3, 1, 6]",K3SbCl6,mp-1111374,[],True,True,
613,K3Sb2Cl9,"[3, 2, 9]",K3Sb2Cl9,[],[],False,True,
614,K4Sb1Cl7,"[4, 1, 7]",K4SbCl7,[],[],False,False,
615,K4Sb3Cl13,"[4, 3, 13]",K4Sb3Cl13,[],[],False,False,
616,K5Sb1Cl8,"[5, 1, 8]",K5SbCl8,[],[],False,False,
617,K5Sb2Cl11,"[5, 2, 11]",K5Sb2Cl11,[],[],True,False,
618,K6Sb1Cl9,"[6, 1, 9]",K6SbCl9,[],[],False,False,
619,K7Sb1Cl10,"[7, 1, 10]",K7SbCl10,[],[],False,False,
620,K8Sb1Cl11,"[8, 1, 11]",K8SbCl11,[],[],False,False,
621,K1Sn1Br5,"[1, 1, 5]",KSnBr5,[],[],False,False,
622,K1Sn2Br9,"[1, 2, 9]",KSn2Br9,[],[],False,False,
623,K1Sn3Br13,"[1, 3, 13]",KSn3Br13,[],[],False,False,
624,K2Sn1Br6,"[2, 1, 6]",K2SnBr6,mp-707190,[30212],True,True,
625,K2Sn3Br14,"[2, 3, 14]",K2Sn3Br14,[],[],False,False,
626,K3Sn1Br7,"[3, 1, 7]",K3SnBr7,[],[],False,False,
627,K3Sn2Br11,"[3, 2, 11]",K3Sn2Br11,[],[],False,False,
628,K4Sn1Br8,"[4, 1, 8]",K4SnBr8,[],[],False,False,
629,K5Sn1Br9,"[5, 1, 9]",K5SnBr9,[],[],False,False,
630,K5Sn2Br13,"[5, 2, 13]",K5Sn2Br13,[],[],False,False,
631,K6Sn1Br10,"[6, 1, 10]",K6SnBr10,[],[],False,False,
632,K7Sn1Br11,"[7, 1, 11]",K7SnBr11,[],[],False,False,
633,K1Sn1I5,"[1, 1, 5]",KSnI5,[],[],,,
634,K1Sn2I9,"[1, 2, 9]",KSn2I9,[],[],,,
635,K1Sn3I13,"[1, 3, 13]",KSn3I13,[],[],,,
636,K2Sn1I6,"[2, 1, 6]",K2SnI6,[],[],,,
